age,gender,height_cm,current_weight,goal_weight,goal_type,activity_level,weeks_to_goal
57,Male,175,86.9,94.8,Muscle Gain,Very Active,82.2
46,Male,185,57.2,61.8,General Fitness,Very Active,19.5
19,Male,180,71.3,80.7,General Fitness,Moderate,30.3
62,Female,160,84.5,88.4,Muscle Gain,Very Active,47.1
49,Female,152,48.2,44.9,General Fitness,Very Active,13.1
42,Male,181,63.3,53.0,Weight Loss,Moderate,30.8
58,Female,147,76.0,84.2,General Fitness,Sedentary,35.2
39,Male,162,109.1,89.7,Weight Loss,Active,49.3
17,Female,146,48.9,39.8,General Fitness,Sedentary,24.4
48,Male,187,116.0,123.4,Muscle Gain,Moderate,76.9
55,Female,164,85.1,90.1,General Fitness,Moderate,20.2
50,Male,193,73.0,76.9,General Fitness,Sedentary,15.9
48,Female,159,52.9,59.3,Muscle Gain,Sedentary,76.1
53,Male,174,110.9,107.5,Weight Loss,Active,8.8
19,Female,156,62.2,47.1,Weight Loss,Active,29.6
63,Male,163,71.0,79.6,General Fitness,Moderate,36.3
68,Male,159,113.1,125.0,General Fitness,Active,48.8
51,Male,194,108.2,100.6,General Fitness,Moderate,31.7
57,Female,157,46.2,50.9,Muscle Gain,Active,46.7
26,Female,169,86.4,82.0,General Fitness,Sedentary,14.4
67,Male,161,60.0,44.3,Weight Loss,Moderate,56.4
43,Female,173,67.3,52.1,Weight Loss,Active,31.5
60,Male,190,90.9,88.0,General Fitness,Moderate,10.4
48,Male,183,75.8,61.0,Weight Loss,Moderate,48.3
30,Male,155,68.6,71.8,Muscle Gain,Moderate,32.0
45,Female,161,83.4,85.7,General Fitness,Very Active,9.7
37,Female,156,64.5,42.1,Weight Loss,Very Active,51.7
69,Female,165,52.7,45.8,General Fitness,Moderate,33.3
21,Male,161,108.2,113.6,General Fitness,Active,15.1
46,Female,147,80.7,82.5,General Fitness,Very Active,6.5
47,Male,168,119.5,106.5,General Fitness,Moderate,43.6
55,Female,164,86.1,58.8,Weight Loss,Moderate,92.7
69,Female,158,87.8,69.2,Weight Loss,Moderate,69.8
23,Male,172,105.0,115.7,Muscle Gain,Active,97.0
70,Female,166,84.7,58.7,Weight Loss,Active,72.0
52,Female,174,97.7,87.9,Weight Loss,Very Active,29.1
28,Female,175,46.4,57.0,General Fitness,Moderate,35.3
63,Female,156,67.7,72.3,Muscle Gain,Very Active,52.8
26,Male,191,116.8,111.4,Weight Loss,Moderate,16.9
23,Male,187,104.0,105.0,General Fitness,Moderate,3.0
20,Male,171,104.8,108.7,Muscle Gain,Moderate,34.1
56,Male,163,61.0,66.5,Muscle Gain,Very Active,51.6
26,Female,179,67.4,49.9,Weight Loss,Very Active,40.7
51,Male,165,110.3,92.6,Weight Loss,Sedentary,56.0
40,Male,184,115.6,125.9,General Fitness,Active,36.5
27,Male,170,56.1,38.1,Weight Loss,Very Active,37.3
30,Male,168,100.6,93.9,General Fitness,Sedentary,24.8
33,Female,150,79.7,72.6,General Fitness,Very Active,25.2
69,Female,147,57.6,55.3,General Fitness,Moderate,11.5
38,Male,175,74.9,69.8,General Fitness,Active,16.8
24,Female,155,94.2,103.2,Muscle Gain,Very Active,67.6
47,Male,174,89.3,91.4,General Fitness,Sedentary,7.8
62,Female,148,55.0,48.5,General Fitness,Sedentary,28.4
67,Female,169,94.0,87.4,Weight Loss,Sedentary,24.5
16,Female,171,66.4,77.8,Muscle Gain,Sedentary,86.0
70,Female,159,91.7,97.2,Muscle Gain,Very Active,73.0
18,Male,166,114.2,121.9,Muscle Gain,Active,67.9
37,Male,172,103.3,90.4,General Fitness,Moderate,49.9
56,Female,145,82.8,59.4,Weight Loss,Sedentary,68.1
30,Female,146,99.5,79.3,Weight Loss,Moderate,59.2
43,Male,161,71.4,80.2,Muscle Gain,Very Active,83.5
64,Male,162,87.5,89.6,General Fitness,Moderate,8.9
25,Male,155,108.3,114.4,Muscle Gain,Moderate,56.3
69,Female,173,93.0,75.2,Weight Loss,Sedentary,66.2
53,Male,182,65.8,36.7,Weight Loss,Very Active,68.8
62,Female,159,99.3,92.6,Weight Loss,Very Active,20.9
30,Male,158,71.1,42.1,Weight Loss,Active,65.3
47,Male,173,74.2,50.7,Weight Loss,Moderate,72.8
62,Female,178,46.1,37.0,Weight Loss,Active,24.4
55,Male,171,108.4,113.4,General Fitness,Very Active,22.1
47,Male,175,107.8,95.8,Weight Loss,Sedentary,36.6
57,Male,161,76.7,80.2,Muscle Gain,Very Active,42.4
28,Female,174,71.9,66.1,Weight Loss,Moderate,15.8
45,Male,162,86.5,82.0,General Fitness,Sedentary,16.6
37,Male,180,89.3,62.3,Weight Loss,Active,59.0
36,Female,176,86.5,94.2,General Fitness,Very Active,28.0
15,Female,173,52.4,62.1,Muscle Gain,Very Active,74.0
48,Male,193,68.7,48.4,Weight Loss,Very Active,52.5
15,Female,164,56.9,47.2,Weight Loss,Active,19.4
16,Female,153,66.8,42.9,Weight Loss,Very Active,51.4
28,Female,151,68.5,61.9,General Fitness,Sedentary,22.5
31,Female,180,48.7,57.5,Muscle Gain,Moderate,79.3
30,Male,193,78.8,55.8,Weight Loss,Active,49.7
27,Female,156,78.0,59.9,Weight Loss,Active,38.5
60,Female,146,50.1,40.2,Weight Loss,Active,28.1
44,Female,166,60.0,67.9,General Fitness,Active,29.5
63,Female,147,76.7,62.4,Weight Loss,Active,43.3
38,Male,179,118.5,124.2,General Fitness,Active,19.9
21,Female,147,81.5,57.6,Weight Loss,Very Active,50.7
45,Female,158,95.0,81.2,Weight Loss,Active,38.6
33,Male,162,100.9,84.5,Weight Loss,Sedentary,49.3
57,Male,184,107.1,85.8,Weight Loss,Very Active,56.0
39,Female,165,72.8,76.3,General Fitness,Sedentary,12.3
43,Female,152,96.7,103.1,General Fitness,Very Active,23.3
50,Male,164,109.7,100.5,General Fitness,Sedentary,39.0
16,Male,195,89.4,91.8,General Fitness,Very Active,6.6
28,Male,162,89.4,98.7,Muscle Gain,Very Active,89.5
32,Female,164,45.1,49.1,Muscle Gain,Sedentary,37.4
38,Female,171,47.5,38.1,Weight Loss,Very Active,23.0
34,Male,157,83.9,54.1,Weight Loss,Very Active,79.9
48,Female,155,54.7,36.5,Weight Loss,Very Active,43.2
24,Female,174,95.8,107.2,General Fitness,Active,40.6
70,Female,168,51.3,64.2,General Fitness,Moderate,65.0
68,Female,180,83.6,69.4,General Fitness,Very Active,62.2
68,Female,165,55.3,36.5,Weight Loss,Sedentary,63.7
27,Male,180,55.1,65.0,General Fitness,Active,33.4
31,Female,148,98.0,90.7,Weight Loss,Sedentary,22.1
33,Female,152,56.1,50.4,Weight Loss,Sedentary,18.1
43,Female,174,50.6,36.0,Weight Loss,Moderate,38.7
59,Male,173,68.7,60.0,General Fitness,Sedentary,36.8
44,Female,170,52.5,65.6,General Fitness,Very Active,51.5
34,Male,170,116.8,103.1,Weight Loss,Active,33.0
35,Male,187,75.1,82.0,General Fitness,Sedentary,24.2
18,Male,173,80.0,90.9,Muscle Gain,Very Active,95.3
58,Male,168,83.3,82.0,General Fitness,Sedentary,6.1
17,Female,156,66.6,68.5,General Fitness,Active,6.1
29,Male,160,111.2,108.0,General Fitness,Very Active,10.7
42,Female,170,98.4,106.3,Muscle Gain,Very Active,79.0
62,Male,195,66.6,72.3,Muscle Gain,Moderate,66.8
51,Male,172,69.4,65.3,General Fitness,Very Active,18.7
50,Female,145,65.1,38.1,Weight Loss,Very Active,70.2
36,Male,183,69.6,72.2,General Fitness,Sedentary,9.4
33,Female,167,63.3,69.5,General Fitness,Very Active,21.1
66,Female,162,60.9,58.1,General Fitness,Very Active,12.8
56,Female,156,96.3,101.8,General Fitness,Very Active,23.0
35,Male,182,56.6,66.1,Muscle Gain,Moderate,94.3
19,Female,157,71.1,79.4,General Fitness,Active,27.9
44,Male,167,72.4,46.0,Weight Loss,Moderate,84.5
57,Female,149,79.3,71.4,General Fitness,Sedentary,34.2
41,Male,160,80.8,59.4,Weight Loss,Active,50.1
59,Male,182,105.1,112.3,Muscle Gain,Moderate,81.4
64,Male,183,57.5,36.2,Weight Loss,Active,59.5
32,Male,188,99.9,92.4,Weight Loss,Sedentary,23.6
17,Female,180,78.1,49.0,Weight Loss,Active,58.1
64,Female,164,75.5,51.9,Weight Loss,Very Active,79.5
47,Male,162,86.7,58.7,Weight Loss,Very Active,74.9
48,Male,156,76.0,58.4,Weight Loss,Sedentary,51.5
49,Male,162,72.4,78.7,Muscle Gain,Sedentary,68.1
36,Female,147,75.4,64.0,General Fitness,Sedentary,39.2
21,Male,170,120.0,122.4,General Fitness,Moderate,8.7
68,Female,172,87.7,93.2,Muscle Gain,Very Active,70.7
51,Male,188,111.2,97.5,Weight Loss,Active,36.9
67,Male,172,95.4,70.2,Weight Loss,Very Active,65.9
53,Female,149,91.6,85.2,General Fitness,Active,25.1
20,Male,171,103.4,90.4,Weight Loss,Moderate,36.6
33,Male,191,95.5,69.6,Weight Loss,Sedentary,60.4
33,Female,151,66.9,54.4,Weight Loss,Very Active,28.7
27,Female,153,87.3,61.4,Weight Loss,Active,57.2
32,Male,190,114.6,124.2,Muscle Gain,Moderate,93.9
21,Male,168,98.5,80.2,Weight Loss,Very Active,41.2
69,Male,187,68.0,63.6,General Fitness,Active,20.2
51,Female,179,96.0,93.3,General Fitness,Active,9.6
38,Male,179,94.9,100.9,Muscle Gain,Very Active,63.2
42,Female,155,52.6,38.4,Weight Loss,Very Active,37.3
45,Male,176,70.0,60.1,Weight Loss,Moderate,28.4
36,Male,195,119.4,106.7,General Fitness,Active,40.5
20,Male,184,87.3,66.0,Weight Loss,Sedentary,52.9
57,Male,191,73.6,81.0,General Fitness,Very Active,32.8
26,Male,170,102.8,105.5,General Fitness,Moderate,8.5
33,Male,155,90.8,74.0,Weight Loss,Sedentary,49.2
69,Male,190,66.3,65.1,General Fitness,Very Active,5.3
65,Female,167,80.4,86.6,Muscle Gain,Very Active,74.4
35,Female,158,77.5,49.1,Weight Loss,Moderate,93.1
23,Male,178,112.5,96.2,Weight Loss,Active,33.2
44,Female,161,64.9,43.7,Weight Loss,Very Active,59.4
57,Male,188,89.2,76.9,Weight Loss,Sedentary,43.2
48,Male,174,83.1,79.2,Weight Loss,Active,10.0
52,Female,170,84.1,66.7,Weight Loss,Moderate,69.8
63,Female,163,70.4,43.1,Weight Loss,Sedentary,89.6
43,Male,185,58.6,68.1,Muscle Gain,Active,96.8
48,Male,176,70.7,60.7,General Fitness,Moderate,35.6
41,Female,173,80.5,72.1,General Fitness,Active,35.9
62,Female,150,93.0,66.5,Weight Loss,Very Active,85.7
64,Female,165,98.8,89.6,General Fitness,Active,44.2
62,Male,183,66.2,80.5,General Fitness,Active,60.8
44,Male,168,87.1,68.7,Weight Loss,Active,45.3
58,Female,174,76.4,65.5,General Fitness,Very Active,53.4
50,Male,162,56.5,52.7,Weight Loss,Sedentary,13.0
57,Female,171,77.8,64.1,Weight Loss,Very Active,36.4
46,Female,165,77.2,71.3,Weight Loss,Active,16.8
43,Male,161,96.1,84.1,General Fitness,Very Active,42.2
55,Male,177,88.5,72.4,Weight Loss,Active,45.3
42,Female,167,83.7,86.5,General Fitness,Very Active,11.1
22,Male,184,63.1,47.6,Weight Loss,Active,33.1
56,Female,158,92.6,82.7,Weight Loss,Moderate,30.0
49,Male,185,76.0,82.5,Muscle Gain,Active,70.9
60,Male,192,83.4,77.9,Weight Loss,Active,16.4
28,Male,164,77.6,81.4,General Fitness,Sedentary,13.7
61,Female,145,71.1,53.0,Weight Loss,Active,54.1
57,Male,186,66.4,77.0,General Fitness,Sedentary,45.3
20,Male,171,94.6,74.3,Weight Loss,Very Active,42.9
57,Male,170,62.0,53.0,General Fitness,Very Active,36.1
19,Male,195,94.3,100.0,General Fitness,Active,17.5
56,Male,180,68.1,61.2,Weight Loss,Sedentary,21.8
58,Male,159,80.3,75.8,Weight Loss,Active,10.6
70,Female,164,91.2,83.2,General Fitness,Sedentary,34.3
63,Male,167,111.8,122.4,General Fitness,Active,46.8
38,Male,165,86.4,76.6,General Fitness,Very Active,32.2
43,Female,174,70.8,72.7,General Fitness,Very Active,7.3
45,Female,150,99.2,109.9,General Fitness,Sedentary,47.7
57,Female,153,76.6,67.7,Weight Loss,Sedentary,34.8
40,Male,187,92.2,76.5,Weight Loss,Moderate,49.9
46,Female,175,49.6,42.9,Weight Loss,Active,16.2
26,Male,195,97.0,98.9,General Fitness,Active,6.1
42,Female,168,63.5,44.3,Weight Loss,Very Active,37.5
38,Male,163,99.9,88.2,Weight Loss,Active,31.1
70,Female,172,55.7,43.7,General Fitness,Sedentary,61.1
53,Male,169,106.8,100.8,General Fitness,Moderate,23.4
21,Female,168,84.9,88.6,General Fitness,Very Active,11.7
21,Male,155,115.0,117.7,General Fitness,Moderate,9.5
49,Male,185,75.5,86.9,General Fitness,Sedentary,39.0
49,Male,162,97.3,91.8,General Fitness,Active,22.6
46,Male,193,87.0,57.9,Weight Loss,Very Active,73.1
68,Female,169,88.2,96.2,Muscle Gain,Moderate,102.2
29,Female,164,89.9,74.9,Weight Loss,Moderate,41.9
54,Female,149,64.0,56.1,Weight Loss,Sedentary,26.5
22,Male,193,73.8,82.2,Muscle Gain,Moderate,81.0
23,Male,181,56.7,67.8,Muscle Gain,Very Active,103.5
32,Female,167,97.2,81.1,Weight Loss,Sedentary,47.6
53,Female,180,50.1,61.6,General Fitness,Sedentary,45.5
66,Female,164,72.8,82.1,General Fitness,Very Active,41.3
45,Female,161,71.3,55.2,Weight Loss,Active,44.5
20,Male,164,69.4,77.1,Muscle Gain,Moderate,68.3
36,Male,178,87.0,73.8,General Fitness,Very Active,38.1
67,Male,193,57.6,45.7,General Fitness,Moderate,52.3
35,Female,163,64.3,61.7,General Fitness,Sedentary,9.1
35,Female,179,46.1,39.6,General Fitness,Very Active,20.1
53,Male,180,114.6,123.0,General Fitness,Sedentary,31.7
47,Female,180,53.0,63.8,General Fitness,Very Active,44.0
70,Male,182,110.0,116.8,General Fitness,Moderate,30.6
36,Female,145,88.5,100.1,General Fitness,Active,43.2
43,Female,153,78.0,83.7,Muscle Gain,Sedentary,64.3
16,Male,183,94.8,83.9,General Fitness,Sedentary,31.5
43,Female,178,53.7,61.6,Muscle Gain,Moderate,85.3
54,Male,174,98.6,75.7,Weight Loss,Active,58.4
19,Female,174,69.3,75.8,Muscle Gain,Sedentary,60.6
66,Female,165,75.4,53.0,Weight Loss,Active,66.2
47,Female,177,61.7,69.6,General Fitness,Sedentary,31.7
38,Male,167,103.2,108.9,General Fitness,Sedentary,19.7
70,Male,194,116.5,120.1,Muscle Gain,Moderate,47.4
37,Female,150,88.9,101.8,General Fitness,Sedentary,55.0
19,Female,153,74.4,82.8,Muscle Gain,Moderate,67.4
65,Male,156,108.8,112.4,General Fitness,Very Active,15.4
29,Male,185,61.7,68.8,Muscle Gain,Sedentary,71.4
51,Female,147,90.6,82.2,General Fitness,Moderate,32.3
25,Male,167,89.8,100.0,Muscle Gain,Very Active,103.7
45,Female,175,65.4,37.2,Weight Loss,Very Active,76.3
45,Female,153,64.5,63.3,General Fitness,Very Active,4.4
16,Male,195,90.1,98.5,Muscle Gain,Sedentary,80.4
24,Female,158,63.8,71.9,General Fitness,Very Active,29.9
17,Female,178,46.2,41.2,General Fitness,Moderate,16.8
22,Female,170,65.8,57.5,General Fitness,Moderate,27.2
20,Female,166,79.9,89.7,General Fitness,Sedentary,31.0
16,Male,172,83.6,62.9,Weight Loss,Active,46.1
70,Male,174,76.8,65.7,Weight Loss,Sedentary,38.6
16,Male,180,111.8,93.4,Weight Loss,Very Active,35.1
34,Male,193,106.3,116.0,General Fitness,Very Active,37.5
62,Female,177,97.0,83.1,General Fitness,Active,59.8
40,Female,163,71.8,45.3,Weight Loss,Moderate,90.6
64,Female,177,95.4,100.1,Muscle Gain,Active,53.5
30,Male,177,59.2,70.9,General Fitness,Moderate,40.4
68,Female,165,50.7,53.9,Muscle Gain,Moderate,37.9
18,Female,177,97.0,88.3,Weight Loss,Very Active,16.0
40,Female,171,97.8,70.2,Weight Loss,Sedentary,89.7
29,Male,195,90.5,77.2,Weight Loss,Sedentary,39.9
50,Male,161,78.7,81.1,General Fitness,Moderate,8.3
39,Female,154,65.3,72.2,Muscle Gain,Very Active,77.8
29,Female,159,49.9,37.8,Weight Loss,Very Active,33.7
43,Male,160,113.3,122.0,Muscle Gain,Active,81.6
38,Female,156,68.7,76.5,Muscle Gain,Sedentary,79.1
53,Female,171,85.6,90.6,General Fitness,Moderate,20.7
68,Female,159,96.3,71.2,Weight Loss,Sedentary,102.8
34,Female,172,59.4,71.1,General Fitness,Sedentary,38.6
59,Male,162,67.4,59.2,Weight Loss,Very Active,22.3
36,Male,179,60.6,67.0,Muscle Gain,Active,58.7
68,Female,150,56.4,51.8,General Fitness,Moderate,20.7
64,Male,164,111.3,117.0,General Fitness,Active,21.9
47,Female,162,80.6,72.2,General Fitness,Sedentary,36.2
45,Male,159,64.8,71.0,Muscle Gain,Moderate,63.3
57,Female,158,71.9,43.6,Weight Loss,Moderate,87.8
45,Male,165,84.3,74.7,Weight Loss,Very Active,24.2
43,Female,172,69.1,54.4,Weight Loss,Very Active,37.2
52,Female,163,86.9,95.4,General Fitness,Sedentary,29.6
46,Male,177,96.4,80.0,Weight Loss,Very Active,38.6
43,Female,177,56.5,52.9,General Fitness,Very Active,14.3
21,Male,175,106.7,85.8,Weight Loss,Moderate,55.2
21,Male,180,81.2,72.6,General Fitness,Sedentary,29.1
23,Male,189,58.8,52.6,Weight Loss,Very Active,13.4
27,Male,159,62.2,57.3,General Fitness,Active,16.3
38,Female,176,58.5,70.8,General Fitness,Sedentary,45.5
64,Male,182,55.8,41.5,Weight Loss,Very Active,39.3
37,Male,158,73.8,69.8,Weight Loss,Very Active,9.4
21,Male,195,105.8,76.0,Weight Loss,Active,68.4
48,Male,173,57.2,45.5,Weight Loss,Sedentary,35.7
56,Female,146,66.7,55.8,General Fitness,Very Active,52.2
56,Male,177,67.0,81.4,General Fitness,Very Active,60.3
49,Female,158,68.0,72.6,Muscle Gain,Sedentary,46.1
22,Female,163,47.3,61.7,General Fitness,Moderate,50.1
20,Male,172,104.0,85.4,Weight Loss,Very Active,40.5
53,Male,164,56.7,58.4,General Fitness,Sedentary,7.2
25,Male,184,69.8,63.6,Weight Loss,Moderate,16.7
53,Female,158,54.5,36.0,Weight Loss,Moderate,65.0
46,Male,178,74.0,84.0,General Fitness,Active,37.6
63,Male,182,69.1,62.3,General Fitness,Active,27.7
55,Female,168,80.7,88.5,Muscle Gain,Active,84.4
49,Female,176,64.8,66.0,General Fitness,Moderate,4.6
65,Male,169,104.8,89.9,General Fitness,Sedentary,59.2
30,Female,152,89.3,76.2,Weight Loss,Moderate,30.8
31,Female,146,51.4,53.6,General Fitness,Very Active,7.5
28,Male,175,67.1,41.2,Weight Loss,Moderate,73.7
21,Male,173,58.4,40.6,Weight Loss,Very Active,37.5
15,Male,159,85.9,64.2,Weight Loss,Sedentary,55.1
35,Male,184,114.9,119.4,General Fitness,Active,17.5
16,Male,190,59.8,46.3,General Fitness,Active,41.1
64,Male,183,106.9,113.9,Muscle Gain,Very Active,80.3
29,Female,168,77.9,72.6,Weight Loss,Very Active,11.8
66,Male,188,105.9,92.7,Weight Loss,Moderate,50.4
41,Male,175,103.3,99.7,Weight Loss,Very Active,9.9
27,Female,168,93.6,100.8,General Fitness,Moderate,23.2
52,Male,157,78.9,81.1,General Fitness,Active,9.0
60,Male,186,111.1,91.3,Weight Loss,Moderate,71.6
25,Female,170,99.2,104.6,General Fitness,Active,16.6
21,Male,185,118.1,126.5,Muscle Gain,Moderate,74.7
31,Male,165,102.0,95.9,Weight Loss,Sedentary,15.5
38,Female,164,98.1,90.9,General Fitness,Active,22.7
58,Female,171,67.1,55.4,Weight Loss,Sedentary,39.4
49,Female,167,71.2,58.8,General Fitness,Sedentary,50.1
56,Female,150,96.3,82.4,Weight Loss,Sedentary,47.6
43,Male,168,89.6,63.5,Weight Loss,Moderate,81.8
16,Male,170,117.7,128.7,Muscle Gain,Moderate,84.3
69,Female,163,49.1,56.0,General Fitness,Moderate,30.6
34,Male,159,109.4,116.7,Muscle Gain,Moderate,65.8
57,Female,170,96.8,102.3,Muscle Gain,Active,66.2
68,Male,158,96.9,69.7,Weight Loss,Moderate,97.9
65,Female,150,68.3,51.5,Weight Loss,Sedentary,58.5
59,Male,182,80.4,73.4,Weight Loss,Active,20.9
52,Male,175,55.6,59.2,Muscle Gain,Active,41.8
21,Female,151,83.0,79.0,General Fitness,Active,11.9
56,Male,182,103.3,91.2,General Fitness,Active,44.7
21,Male,175,96.2,67.1,Weight Loss,Active,65.1
68,Female,176,58.2,65.7,Muscle Gain,Active,91.8
47,Male,178,65.2,50.9,General Fitness,Very Active,48.8
66,Male,175,58.2,43.4,General Fitness,Very Active,75.4
62,Female,152,73.5,53.7,Weight Loss,Sedentary,69.6
62,Female,167,54.3,57.7,Muscle Gain,Sedentary,42.6
45,Female,154,72.6,55.3,Weight Loss,Active,41.2
39,Female,170,72.8,66.2,General Fitness,Moderate,25.1
26,Female,176,73.2,46.1,Weight Loss,Very Active,62.3
40,Male,187,106.9,104.7,General Fitness,Sedentary,8.0
44,Male,192,76.6,73.6,General Fitness,Sedentary,11.5
20,Male,166,76.4,60.3,Weight Loss,Moderate,44.9
67,Male,168,88.7,97.5,Muscle Gain,Sedentary,97.1
26,Female,174,83.5,54.6,Weight Loss,Very Active,60.6
32,Female,156,72.3,50.2,Weight Loss,Moderate,66.5
35,Male,186,70.1,53.9,Weight Loss,Moderate,56.2
58,Female,164,84.7,81.4,Weight Loss,Sedentary,11.3
43,Female,160,94.3,84.3,Weight Loss,Sedentary,32.9
19,Female,163,52.9,54.6,General Fitness,Very Active,5.3
29,Male,155,111.1,120.1,General Fitness,Active,35.8
40,Female,163,81.9,88.0,Muscle Gain,Moderate,53.9
23,Male,192,64.7,71.8,Muscle Gain,Sedentary,55.7
30,Male,168,58.3,54.5,Weight Loss,Sedentary,8.7
63,Female,147,54.8,44.8,Weight Loss,Active,29.4
60,Female,151,54.4,51.4,General Fitness,Active,12.9
17,Male,190,86.5,76.8,Weight Loss,Moderate,24.4
18,Female,164,56.4,43.8,General Fitness,Very Active,39.3
22,Male,169,116.7,121.6,Muscle Gain,Moderate,42.9
56,Male,158,88.5,68.8,Weight Loss,Very Active,56.3
38,Male,161,95.6,99.9,Muscle Gain,Sedentary,41.3
32,Female,179,75.8,64.0,General Fitness,Active,42.5
55,Male,172,119.0,104.2,Weight Loss,Very Active,39.6
21,Male,169,106.5,113.7,General Fitness,Sedentary,22.5
34,Female,168,62.2,65.7,Muscle Gain,Moderate,39.4
35,Female,159,95.5,83.8,Weight Loss,Sedentary,38.0
50,Male,161,98.4,74.4,Weight Loss,Active,64.1
51,Male,169,88.6,83.1,General Fitness,Moderate,18.1
29,Female,174,48.9,55.1,General Fitness,Active,25.9
28,Male,157,84.0,87.3,Muscle Gain,Moderate,30.4
29,Male,186,87.0,91.3,Muscle Gain,Sedentary,37.9
46,Female,158,46.5,40.9,Weight Loss,Moderate,14.5
33,Male,178,88.6,84.4,Weight Loss,Sedentary,13.0
26,Male,172,84.2,62.5,Weight Loss,Very Active,45.0
50,Male,172,115.6,122.7,Muscle Gain,Very Active,79.2
39,Male,183,95.6,100.6,Muscle Gain,Moderate,49.9
49,Male,171,73.0,80.1,General Fitness,Very Active,28.8
31,Male,173,119.7,121.2,General Fitness,Very Active,4.8
20,Female,168,95.8,74.8,Weight Loss,Active,48.6
37,Male,195,90.0,99.6,Muscle Gain,Sedentary,95.6
68,Female,161,88.1,77.8,Weight Loss,Sedentary,38.2
48,Female,161,45.3,49.1,Muscle Gain,Active,41.8
16,Male,173,101.4,108.7,Muscle Gain,Sedentary,68.9
39,Female,178,88.6,96.6,Muscle Gain,Very Active,80.0
42,Male,163,75.6,85.8,Muscle Gain,Very Active,96.8
59,Male,185,94.2,71.3,Weight Loss,Sedentary,85.4
25,Male,161,106.5,100.1,General Fitness,Sedentary,21.6
38,Female,166,78.1,66.8,Weight Loss,Sedentary,33.2
43,Male,159,105.4,112.8,Muscle Gain,Sedentary,65.8
45,Female,175,92.1,106.7,General Fitness,Active,63.0
59,Male,169,105.5,98.3,Weight Loss,Sedentary,22.7
40,Male,185,58.8,46.0,Weight Loss,Very Active,30.0
47,Female,161,95.6,85.1,Weight Loss,Very Active,27.9
20,Female,179,57.5,49.4,General Fitness,Active,22.8
55,Male,163,72.7,49.6,Weight Loss,Very Active,52.3
68,Male,174,118.1,131.8,General Fitness,Active,58.7
39,Male,176,110.3,84.0,Weight Loss,Active,79.4
65,Female,154,80.4,88.3,Muscle Gain,Moderate,88.0
56,Female,175,86.4,94.1,General Fitness,Sedentary,29.7
28,Female,173,74.2,82.7,Muscle Gain,Very Active,76.2
22,Female,151,92.0,76.7,Weight Loss,Active,33.5
34,Female,173,68.9,53.5,Weight Loss,Very Active,35.0
63,Female,148,83.1,81.0,General Fitness,Very Active,9.6
42,Male,192,87.3,59.2,Weight Loss,Very Active,62.5
41,Male,183,75.7,78.3,General Fitness,Active,8.4
65,Female,171,71.7,82.0,General Fitness,Moderate,37.3
33,Male,171,95.2,98.8,Muscle Gain,Active,33.3
39,Female,171,56.6,69.2,General Fitness,Very Active,45.5
16,Male,191,113.4,84.7,Weight Loss,Active,50.2
25,Male,185,115.4,107.8,General Fitness,Very Active,24.2
65,Female,156,87.8,94.9,General Fitness,Sedentary,29.6
